task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
464	d4/2e504b	1202352	NFCORE_HIC:HIC:HIC_PLOT_DIST_VS_COUNTS (MJ21_2)	COMPLETED	0	2024-11-07 17:54:48.371	19.7s	16s	195.8%	112.4 MB	8.4 GB	77.8 MB	94.8 KB
472	a0/f9d8ff	1202366	NFCORE_HIC:HIC:HIC_PLOT_DIST_VS_COUNTS (MJ21_4)	COMPLETED	0	2024-11-07 17:54:53.420	14.7s	11s	301.9%	123.5 MB	8.4 GB	77.8 MB	94.8 KB
480	2c/abd13a	1202374	NFCORE_HIC:HIC:HIC_PLOT_DIST_VS_COUNTS (MJ21_3)	COMPLETED	0	2024-11-07 17:54:53.702	14.4s	10s	236.9%	135.1 MB	8.3 GB	77.6 MB	86.7 KB
485	c4/178e91	1202375	NFCORE_HIC:HIC:HIC_PLOT_DIST_VS_COUNTS (MJ21_4)	COMPLETED	0	2024-11-07 17:54:53.726	14.4s	11s	266.2%	131.4 MB	8.4 GB	77.7 MB	88.3 KB
492	54/8fd250	1202382	NFCORE_HIC:HIC:HIC_PLOT_DIST_VS_COUNTS (MJ21_3)	COMPLETED	0	2024-11-07 17:54:53.956	14.2s	11s	274.5%	112.8 MB	8.4 GB	77.7 MB	89 KB
498	3c/235f77	1202391	NFCORE_HIC:HIC:HIC_PLOT_DIST_VS_COUNTS (MJ21_3)	COMPLETED	0	2024-11-07 17:54:54.180	14s	10s	332.5%	161.9 MB	8.4 GB	77.9 MB	95.7 KB
513	9a/09d5c0	1202406	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_4)	COMPLETED	0	2024-11-07 17:55:03.933	4.2s	59ms	112.1%	2.3 MB	7.2 MB	4.3 MB	3.6 MB
515	e9/2dadf5	1202407	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_4)	COMPLETED	0	2024-11-07 17:55:04.236	3.9s	20ms	98.5%	0	0	611.8 KB	423 KB
516	2f/fa990f	1202408	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_4)	COMPLETED	0	2024-11-07 17:55:04.671	3.5s	50ms	99.1%	1.5 MB	3.9 MB	3.2 MB	2.6 MB
517	67/10e881	1202409	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_3)	COMPLETED	0	2024-11-07 17:55:04.832	3.3s	26ms	140.1%	0	0	568.2 KB	386.4 KB
518	46/4bc6c8	1202410	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_3)	COMPLETED	0	2024-11-07 17:55:04.967	3.2s	40ms	110.7%	1.5 MB	3.9 MB	2.4 MB	1.9 MB
519	c2/69a519	1202411	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_4)	COMPLETED	0	2024-11-07 17:55:05.086	3.1s	34ms	100.0%	1.5 MB	3.9 MB	1.5 MB	1.1 MB
520	21/2aef1c	1202413	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_4)	COMPLETED	0	2024-11-07 17:55:05.264	2.9s	12ms	107.3%	0	0	283.3 KB	141.3 KB
522	9e/569ff7	1202414	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_3)	COMPLETED	0	2024-11-07 17:55:05.294	2.9s	29ms	78.3%	1.5 MB	3.9 MB	1.2 MB	956.6 KB
521	30/575860	1202415	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_4)	COMPLETED	0	2024-11-07 17:55:05.324	2.8s	48ms	111.4%	1.5 MB	3.9 MB	5.1 MB	4.3 MB
523	cc/82a601	1202416	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_3)	COMPLETED	0	2024-11-07 17:55:05.349	2.8s	15ms	95.5%	0	0	274 KB	133.8 KB
524	fd/c5d357	1202417	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_3)	COMPLETED	0	2024-11-07 17:55:05.374	2.8s	52ms	133.0%	1.5 MB	3.9 MB	3.5 MB	2.9 MB
525	f2/abb1d2	1202418	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_3)	COMPLETED	0	2024-11-07 17:55:05.399	2.8s	43ms	119.8%	1.5 MB	3.9 MB	3 MB	2.4 MB
415	c8/165332	1202312	NFCORE_HIC:HIC:COMPARTMENTS:COOLTOOLS_EIGSCIS (MJ21_1)	COMPLETED	0	2024-11-07 17:54:38.772	39.3s	37s	170.8%	209 MB	8.3 GB	277.5 MB	152.5 KB
381	27/3852f4	1202275	NFCORE_HIC:HIC:COMPARTMENTS:COOLTOOLS_EIGSCIS (MJ21_7)	COMPLETED	0	2024-11-07 17:54:33.665	44.4s	39s	174.5%	240.9 MB	8.3 GB	277.5 MB	152.3 KB
446	d4/344136	1202338	NFCORE_HIC:HIC:COMPARTMENTS:COOLTOOLS_EIGSCIS (MJ21_1)	COMPLETED	0	2024-11-07 17:54:44.265	33.9s	32s	193.6%	213.1 MB	8.3 GB	274.3 MB	134.7 KB
481	4d/4baed0	1202373	NFCORE_HIC:HIC:TADS:COOLTOOLS_INSULATION (MJ21_3)	COMPLETED	0	2024-11-07 17:54:53.677	24.4s	22s	148.6%	187.4 MB	8.3 GB	126.3 MB	72.5 KB
476	f3/e71e77	1202365	NFCORE_HIC:HIC:TADS:COOLTOOLS_INSULATION (MJ21_4)	COMPLETED	0	2024-11-07 17:54:53.390	24.7s	22s	166.4%	215.9 MB	8.3 GB	126.3 MB	72.5 KB
484	a1/557dd3	1202377	NFCORE_HIC:HIC:TADS:COOLTOOLS_INSULATION (MJ21_4)	COMPLETED	0	2024-11-07 17:54:53.775	24.3s	21s	146.9%	201.3 MB	8.3 GB	126.4 MB	98.1 KB
489	37/6a4cdd	1202380	NFCORE_HIC:HIC:TADS:COOLTOOLS_INSULATION (MJ21_4)	COMPLETED	0	2024-11-07 17:54:53.898	24.2s	20s	159.5%	187.3 MB	8.3 GB	126.3 MB	61.4 KB
494	f8/7b4e1e	1202386	NFCORE_HIC:HIC:TADS:COOLTOOLS_INSULATION (MJ21_3)	COMPLETED	0	2024-11-07 17:54:54.057	24.1s	21s	155.4%	222.5 MB	8.3 GB	126.3 MB	61.2 KB
491	11/8b6a91	1202384	NFCORE_HIC:HIC:TADS:COOLTOOLS_INSULATION (MJ21_3)	COMPLETED	0	2024-11-07 17:54:54.007	24.1s	21s	144.7%	185.2 MB	8.3 GB	126.3 MB	97.9 KB
508	11/e830b1	1202400	NFCORE_HIC:HIC:HICPRO:BUILD_CONTACT_MAPS (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:03.246	14.9s	10.9s	95.4%	11.3 MB	18.5 MB	1.8 GB	1.9 MB
511	cd/d58d10	1202402	NFCORE_HIC:HIC:HICPRO:BUILD_CONTACT_MAPS (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:03.456	14.7s	12.2s	64.2%	3.4 MB	10.5 MB	1.8 GB	90.5 KB
507	d9/10b8f5	1202403	NFCORE_HIC:HIC:HICPRO:BUILD_CONTACT_MAPS (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:03.558	14.6s	12.5s	64.3%	12 MB	19 MB	1.8 GB	2.7 MB
510	89/cdfc6d	1202401	NFCORE_HIC:HIC:HICPRO:BUILD_CONTACT_MAPS (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:03.322	14.8s	12.4s	64.2%	4.1 MB	11.2 MB	1.8 GB	285.1 KB
512	7a/8d8567	1202404	NFCORE_HIC:HIC:HICPRO:BUILD_CONTACT_MAPS (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:03.660	14.5s	12.2s	63.0%	3.2 MB	10.3 MB	1.8 GB	27.3 KB
509	69/355f8d	1202405	NFCORE_HIC:HIC:HICPRO:BUILD_CONTACT_MAPS (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:03.778	14.4s	12.6s	65.2%	6.6 MB	13.8 MB	1.8 GB	1 MB
461	ec/7c87f9	1202353	NFCORE_HIC:HIC:TADS:COOLTOOLS_INSULATION (MJ21_2)	COMPLETED	0	2024-11-07 17:54:48.392	34.7s	32s	120.9%	196.5 MB	8.3 GB	126.3 MB	61.2 KB
462	64/a99554	1202355	NFCORE_HIC:HIC:TADS:COOLTOOLS_INSULATION (MJ21_2)	COMPLETED	0	2024-11-07 17:54:48.433	34.7s	32s	117.3%	187.7 MB	8.3 GB	126.3 MB	73.1 KB
454	ba/dd3360	1202350	NFCORE_HIC:HIC:COMPARTMENTS:COOLTOOLS_EIGSCIS (MJ21_2)	COMPLETED	0	2024-11-07 17:54:48.314	34.8s	32s	194.6%	192.8 MB	8.3 GB	274.3 MB	134.7 KB
459	e7/f5414b	1202354	NFCORE_HIC:HIC:TADS:COOLTOOLS_INSULATION (MJ21_2)	COMPLETED	0	2024-11-07 17:54:48.413	34.7s	32s	117.1%	188 MB	8.3 GB	126.3 MB	98.3 KB
487	6c/83af6b	1202385	NFCORE_HIC:HIC:COMPARTMENTS:COOLTOOLS_EIGSCIS (MJ21_4)	COMPLETED	0	2024-11-07 17:54:54.032	34.1s	32s	161.3%	237 MB	8.3 GB	274.3 MB	134.7 KB
495	6b/0dd1b9	1202388	NFCORE_HIC:HIC:COMPARTMENTS:COOLTOOLS_EIGSCIS (MJ21_3)	COMPLETED	0	2024-11-07 17:54:54.107	34s	32s	163.6%	220.4 MB	8.3 GB	274.3 MB	134.7 KB
458	40/4951dc	1202358	NFCORE_HIC:HIC:COMPARTMENTS:COOLTOOLS_EIGSCIS (MJ21_2)	COMPLETED	0	2024-11-07 17:54:48.534	39.6s	38s	174.2%	227.3 MB	8.4 GB	277.5 MB	152.6 KB
528	3c/5af57b	1202419	NFCORE_HIC:HIC:HICPRO:ICE_NORMALIZATION (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:18.202	9.9s	7s	243.7%	72.1 MB	8.1 GB	40.1 MB	148.1 KB
530	c7/12165d	1202420	NFCORE_HIC:HIC:HICPRO:ICE_NORMALIZATION (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:18.229	9.9s	5s	268.8%	82.4 MB	8.1 GB	40 MB	44 KB
531	91/1a4d6b	1202421	NFCORE_HIC:HIC:HICPRO:ICE_NORMALIZATION (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:18.283	9.8s	5s	277.6%	116.6 MB	8.2 GB	41 MB	1.7 MB
526	a1/65e27d	1202424	NFCORE_HIC:HIC:HICPRO:ICE_NORMALIZATION (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:18.368	9.8s	6s	269.4%	122.3 MB	8.2 GB	41.8 MB	3 MB
527	a2/4bf2ec	1202423	NFCORE_HIC:HIC:HICPRO:ICE_NORMALIZATION (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:18.341	9.8s	5s	282.2%	102.4 MB	8.1 GB	40.3 MB	472.4 KB
529	71/524bd8	1202422	NFCORE_HIC:HIC:HICPRO:ICE_NORMALIZATION (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:18.314	9.8s	6s	243.3%	124.1 MB	8.2 GB	42.6 MB	4.3 MB
479	74/dee451	1202378	NFCORE_HIC:HIC:COMPARTMENTS:COOLTOOLS_EIGSCIS (MJ21_3)	COMPLETED	0	2024-11-07 17:54:53.836	39.3s	37s	170.7%	239.6 MB	8.4 GB	277.5 MB	152.2 KB
514	62/304df1	1202412	NFCORE_HIC:HIC:MULTIQC (1)	COMPLETED	0	2024-11-07 17:55:05.228	27.9s	23.9s	224.3%	224.2 MB	8.4 GB	182.7 MB	5.1 MB
474	d0/42eb62	1202369	NFCORE_HIC:HIC:COMPARTMENTS:COOLTOOLS_EIGSCIS (MJ21_4)	COMPLETED	0	2024-11-07 17:54:53.563	44.6s	39s	163.2%	224 MB	8.3 GB	277.5 MB	152.2 KB
506	12/115ccd	1202399	NFCORE_HIC:HIC:HICPRO:HICPRO2PAIRS (MJ21_pool)	COMPLETED	0	2024-11-07 17:55:03.191	59.9s	57s	148.8%	4.3 MB	16.7 MB	3.5 GB	1.8 GB
537	c3/9a2ea7	1202425	NFCORE_HIC:HIC:COOLER:COOLER_CLOAD (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:03.217	29.9s	26.7s	142.0%	1 GB	9 GB	216 MB	88 KB
535	1b/36e849	1202427	NFCORE_HIC:HIC:COOLER:COOLER_CLOAD (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:03.382	29.7s	26.9s	139.4%	1 GB	9 GB	216 MB	141.9 KB
532	5e/5340ec	1202426	NFCORE_HIC:HIC:COOLER:COOLER_CLOAD (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:03.293	29.8s	27.1s	140.5%	1.1 GB	9.2 GB	216.4 MB	842.1 KB
536	11/893c94	1202430	NFCORE_HIC:HIC:COOLER:COOLER_CLOAD (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:03.463	29.7s	26.9s	140.6%	1 GB	9 GB	216 MB	102.7 KB
533	d7/ed7ea4	1202428	NFCORE_HIC:HIC:COOLER:COOLER_CLOAD (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:03.414	29.7s	27.3s	142.9%	1.1 GB	9 GB	216.3 MB	618.3 KB
534	2e/16e37d	1202429	NFCORE_HIC:HIC:COOLER:COOLER_CLOAD (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:03.439	29.7s	27s	139.5%	1 GB	9 GB	216.1 MB	370.3 KB
538	d4/a2892b	1202432	NFCORE_HIC:HIC:COOLER:COOLER_BALANCE (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:33.221	9.9s	5.3s	268.6%	111.4 MB	16.3 GB	41.4 MB	88.5 KB
540	7e/18dc48	1202434	NFCORE_HIC:HIC:COOLER:COOLER_ZOOMIFY (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:33.442	9.7s	5.7s	292.9%	118.4 MB	8.2 GB	42 MB	168.4 KB
543	96/82a818	1202433	NFCORE_HIC:HIC:COOLER:COOLER_BALANCE (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:33.246	9.9s	5.2s	288.9%	206.3 MB	24.4 GB	41.5 MB	116.3 KB
539	fe/29a08b	1202435	NFCORE_HIC:HIC:COOLER:COOLER_BALANCE (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:33.484	9.6s	5.6s	296.3%	529.4 MB	88.8 GB	41.8 MB	164.6 KB
546	5e/f7ab10	1202438	NFCORE_HIC:HIC:COOLER:COOLER_BALANCE (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:33.576	9.6s	5.8s	322.0%	813.4 MB	105 GB	48.1 MB	831.7 KB
545	59/a56660	1202437	NFCORE_HIC:HIC:COOLER:COOLER_ZOOMIFY (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:33.549	9.6s	8.3s	252.3%	637.7 MB	104.9 GB	60.7 MB	4.2 MB
541	7f/eb616a	1202436	NFCORE_HIC:HIC:COOLER:COOLER_BALANCE (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:33.521	9.6s	6.3s	271.5%	768.3 MB	104.9 GB	51.4 MB	1.4 MB
547	0c/909af1	1202439	NFCORE_HIC:HIC:COOLER:COOLER_BALANCE (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:33.602	9.5s	5.8s	287.5%	609.3 MB	104.9 GB	43.7 MB	375 KB
544	1c/4be424	1202440	NFCORE_HIC:HIC:COOLER:COOLER_ZOOMIFY (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:33.627	9.5s	5.3s	303.4%	92.6 MB	8.2 GB	40.9 MB	54.1 KB
548	45/ab7e82	1202441	NFCORE_HIC:HIC:COOLER:COOLER_ZOOMIFY (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:33.668	9.5s	7.6s	246.5%	669.6 MB	104.9 GB	51.2 MB	1.4 MB
542	7f/67a26d	1202431	NFCORE_HIC:HIC:COOLER:COOLER_ZOOMIFY (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:33.194	14.9s	10.7s	211.1%	720.1 MB	104.9 GB	75.1 MB	9.2 MB
561	32/a02f4d	1202442	NFCORE_HIC:HIC:COOLER:COOLER_DUMP (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.190	9.9s	7.7s	256.0%	106.4 MB	8.2 GB	41.4 MB	5.1 MB
549	fd/7975ff	1202444	NFCORE_HIC:HIC:COOLER:COOLER_DUMP (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.242	9.9s	6.1s	288.5%	111.9 MB	8.2 GB	40.9 MB	150.3 KB
562	46/51bd94	1202448	NFCORE_HIC:HIC:COOLER:COOLER_DUMP (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.333	9.8s	7.9s	246.4%	116.3 MB	8.2 GB	41.2 MB	2 MB
559	6b/971238	1202449	NFCORE_HIC:HIC:COOLER:COOLER_DUMP (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.355	9.8s	8s	228.0%	63.5 MB	8.2 GB	41.3 MB	3.6 MB
553	84/a09aed	1202450	NFCORE_HIC:HIC:COOLER:COOLER_DUMP (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.377	9.8s	6.9s	244.2%	108.5 MB	8.2 GB	41 MB	519.2 KB
556	e2/ca10f7	1202452	NFCORE_HIC:HIC:COOLER:COOLER_DUMP (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.426	9.7s	5.2s	398.7%	110.6 MB	8.2 GB	40.9 MB	46.7 KB
554	ce/12e874	1202445	NFCORE_HIC:HIC:HIC_PLOT_DIST_VS_COUNTS (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.265	14.9s	11s	302.7%	133.1 MB	8.3 GB	77.6 MB	86.9 KB
560	34/6172dc	1202451	NFCORE_HIC:HIC:HIC_PLOT_DIST_VS_COUNTS (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.399	14.7s	11s	276.2%	147 MB	8.4 GB	78.1 MB	94 KB
552	b7/0c758c	1202453	NFCORE_HIC:HIC:HIC_PLOT_DIST_VS_COUNTS (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.449	14.7s	11s	287.9%	131.1 MB	8.4 GB	77.6 MB	86 KB
563	f7/522e01	1202456	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:53.176	5s	284ms	99.1%	3.1 MB	11.7 MB	20.4 MB	17.3 MB
566	f7/9de360	1202457	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:53.205	4.9s	218ms	96.6%	3.1 MB	11.7 MB	14.6 MB	12.4 MB
564	10/879cf9	1202458	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:53.233	4.9s	28ms	87.4%	1.5 MB	3.9 MB	713.4 KB	508.5 KB
565	5b/0b891d	1202459	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:53.457	4.7s	126ms	90.2%	2.3 MB	6.8 MB	8.1 MB	6.7 MB
567	2d/a191d0	1202460	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:53.502	4.6s	42ms	96.7%	1.5 MB	4.8 MB	2.1 MB	1.7 MB
568	83/e05a93	1202461	NFCORE_HIC:HIC:COOLER:SPLIT_COOLER_DUMP (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:53.532	4.6s	17ms	91.0%	0	0	298.9 KB	154.1 KB
551	f8/038562	1202446	NFCORE_HIC:HIC:TADS:COOLTOOLS_INSULATION (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.288	24.8s	21s	150.4%	199.1 MB	8.3 GB	126.3 MB	72.9 KB
557	ea/0e1856	1202454	NFCORE_HIC:HIC:TADS:COOLTOOLS_INSULATION (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.482	24.6s	20s	153.6%	187.1 MB	8.3 GB	126.3 MB	61.3 KB
555	7b/42fcbd	1202455	NFCORE_HIC:HIC:TADS:COOLTOOLS_INSULATION (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.506	24.6s	21s	167.5%	193.7 MB	8.3 GB	126.4 MB	98.1 KB
558	c9/1d4bf8	1202443	NFCORE_HIC:HIC:COMPARTMENTS:COOLTOOLS_EIGSCIS (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.218	34.9s	31s	180.2%	217.2 MB	8.3 GB	274.3 MB	134.8 KB
550	a8/29163c	1202447	NFCORE_HIC:HIC:COMPARTMENTS:COOLTOOLS_EIGSCIS (MJ21_pool)	COMPLETED	0	2024-11-07 17:56:43.311	39.8s	35s	170.2%	221.1 MB	8.3 GB	277.5 MB	152.4 KB
