task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	66/be044e	1201887	NFCORE_HIC:HIC:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet.csv)	COMPLETED	0	2024-11-07 17:02:13.874	9.1s	0ms	95.7%	1 MB	11 MB	2 MB	1.1 KB
3	a7/b0e80e	1201889	NFCORE_HIC:HIC:PREPARE_GENOME:BOWTIE2_BUILD (30xFos_genome.fa)	COMPLETED	0	2024-11-07 17:02:13.935	9s	2s	490.5%	118.9 MB	1.7 GB	17.7 MB	19.9 MB
2	9e/2e51f3	1201888	NFCORE_HIC:HIC:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (30xFos_genome.fa)	COMPLETED	0	2024-11-07 17:02:13.905	9s	0ms	35.1%	2.4 MB	12.6 MB	1.4 MB	7.8 KB
33	fd/a03d6c	1201919	NFCORE_HIC:HIC:COOLER:COOLER_MAKEBINS (null})	COMPLETED	0	2024-11-07 17:02:23.887	9.1s	6.5s	215.6%	63.5 MB	8.2 GB	40.8 MB	30.1 KB
32	fa/9cd308	1201918	NFCORE_HIC:HIC:COOLER:COOLER_MAKEBINS (null})	COMPLETED	0	2024-11-07 17:02:23.837	9.1s	6.7s	212.4%	66.4 MB	8.2 GB	40.8 MB	59.5 KB
35	07/1af4ff	1201917	NFCORE_HIC:HIC:COOLER:COOLER_MAKEBINS (null})	COMPLETED	0	2024-11-07 17:02:23.816	9.1s	5s	329.0%	70 MB	8.2 GB	40.8 MB	7 KB
31	e1/99ee70	1201920	NFCORE_HIC:HIC:COOLER:COOLER_MAKEBINS (null})	COMPLETED	0	2024-11-07 17:02:23.930	9s	6.3s	202.6%	58.6 MB	8.2 GB	40.8 MB	117.6 KB
34	c1/6ad1d2	1201921	NFCORE_HIC:HIC:COOLER:COOLER_MAKEBINS (null})	COMPLETED	0	2024-11-07 17:02:23.955	9s	6.3s	204.9%	60.1 MB	8.2 GB	40.8 MB	12.8 KB
36	c6/db4479	1201922	NFCORE_HIC:HIC:COOLER:COOLER_MAKEBINS (null})	COMPLETED	0	2024-11-07 17:02:23.999	9s	5.3s	276.9%	66.6 MB	8.2 GB	40.8 MB	3.8 KB
4	79/cb3e89	1201896	NFCORE_HIC:HIC:FASTQC (MJ21_1)	COMPLETED	0	2024-11-07 17:02:23.303	2m 35s	2m 29s	203.4%	1 GB	4.7 GB	1.6 GB	3.6 MB
11	ad/180df5	1201897	NFCORE_HIC:HIC:FASTQC (MJ21_5)	COMPLETED	0	2024-11-07 17:02:23.327	2m 35s	2m 29s	201.0%	1.1 GB	4.7 GB	1.6 GB	3.6 MB
13	03/e713e4	1201891	NFCORE_HIC:HIC:FASTQC (MJ21_6)	COMPLETED	0	2024-11-07 17:02:23.165	2m 40s	2m 36s	199.3%	1.1 GB	4.6 GB	1.7 GB	3.6 MB
18	53/670c68	1201901	NFCORE_HIC:HIC:FASTQC (MJ21_8)	COMPLETED	0	2024-11-07 17:02:23.432	2m 55s	2m 48s	156.0%	1.2 GB	4.7 GB	1.2 GB	3.7 MB
7	36/1d4157	1201900	NFCORE_HIC:HIC:FASTQC (MJ21_3)	COMPLETED	0	2024-11-07 17:02:23.408	3m 25s	3m 20s	199.4%	1.1 GB	4.8 GB	2.1 GB	3.6 MB
20	cf/926934	1201906	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_8)	COMPLETED	0	2024-11-07 17:02:23.555	3m 34s	3m 29s	1311.1%	153.9 MB	1.7 GB	13.3 GB	13.6 GB
6	85/8ebd70	1201890	NFCORE_HIC:HIC:FASTQC (MJ21_2)	COMPLETED	0	2024-11-07 17:02:23.136	3m 55s	3m 49s	162.1%	1.1 GB	4.7 GB	2.3 GB	3.6 MB
37	36/3585d4	1201923	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_8_0_R1.bam)	COMPLETED	0	2024-11-07 17:05:58.052	24.9s	22s	98.9%	3 MB	11.8 MB	1.9 GB	283 B
5	dc/5c935f	1201915	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_1)	COMPLETED	0	2024-11-07 17:02:23.770	4m 9s	4m 4s	1324.8%	152.1 MB	1.7 GB	17.4 GB	17.8 GB
9	53/6b7a42	1201899	NFCORE_HIC:HIC:FASTQC (MJ21_4)	COMPLETED	0	2024-11-07 17:02:23.381	4m 10s	4m 3s	199.9%	1.2 GB	4.8 GB	2.7 GB	3.7 MB
14	be/d1e2c9	1201916	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_5)	COMPLETED	0	2024-11-07 17:02:23.793	4m 19s	4m 18s	1322.5%	172.4 MB	2.4 GB	17.2 GB	17.6 GB
29	78/e5c373	1201903	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_8)	COMPLETED	0	2024-11-07 17:02:23.479	4m 39s	4m 35s	1309.4%	153.2 MB	1.9 GB	13.3 GB	13.6 GB
38	73/8a5102	1201924	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_1_0_R1.bam)	COMPLETED	0	2024-11-07 17:06:33.028	29.9s	25s	99.2%	3 MB	11.8 MB	2.5 GB	284 B
27	63/08ead5	1201913	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_6)	COMPLETED	0	2024-11-07 17:02:23.718	4m 39s	4m 37s	1325.2%	156.5 MB	1.7 GB	17.6 GB	18 GB
15	52/c26a46	1201902	NFCORE_HIC:HIC:FASTQC (MJ21_7)	COMPLETED	0	2024-11-07 17:02:23.456	4m 44s	4m 42s	156.2%	1.2 GB	4.8 GB	2.2 GB	3.7 MB
39	ce/4c287c	1201926	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_5_0_R1.bam)	COMPLETED	0	2024-11-07 17:06:43.078	29.9s	29s	98.9%	3 MB	12.6 MB	2.5 GB	284 B
40	86/5eae98	1201927	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_8_0_R2.bam)	COMPLETED	0	2024-11-07 17:07:03.024	24.9s	24s	98.8%	3 MB	12.7 MB	2 GB	283 B
22	7f/bf21a5	1201907	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_1)	COMPLETED	0	2024-11-07 17:02:23.578	5m 4s	5m 3s	1330.5%	162.8 MB	2.4 GB	17.4 GB	17.8 GB
16	12/873b23	1201904	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_6)	COMPLETED	0	2024-11-07 17:02:23.502	5m 9s	5m 6s	1327.5%	163.5 MB	1.7 GB	17.5 GB	17.9 GB
41	b7/d982d7	1201928	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_6_0_R2.bam)	COMPLETED	0	2024-11-07 17:07:03.084	34.9s	32s	98.8%	3 MB	11.8 MB	2.7 GB	284 B
26	c0/66e9b5	1201911	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_5)	COMPLETED	0	2024-11-07 17:02:23.669	5m 29s	5m 25s	1321.1%	150.5 MB	1.9 GB	17.3 GB	17.7 GB
24	71/d13e24	1201905	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_3)	COMPLETED	0	2024-11-07 17:02:23.531	5m 34s	5m 31s	1323.5%	156.1 MB	1.7 GB	22.6 GB	23.2 GB
42	de/b41f69	1201929	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_1_0_R2.bam)	COMPLETED	0	2024-11-07 17:07:28.058	34.9s	30s	98.7%	3 MB	12.6 MB	2.6 GB	285 B
43	8b/586bc3	1201930	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_6_0_R1.bam)	COMPLETED	0	2024-11-07 17:07:33.783	34.2s	29s	98.8%	3 MB	11.8 MB	2.5 GB	285 B
17	06/f7843c	1201912	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_7)	COMPLETED	0	2024-11-07 17:02:23.693	5m 59s	5m 55s	1343.5%	150.8 MB	1.7 GB	23.7 GB	24.2 GB
44	58/7f1f4d	1201931	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_5_0_R2.bam)	COMPLETED	0	2024-11-07 17:07:53.024	34.9s	29s	98.8%	3 MB	12.6 MB	2.6 GB	285 B
10	f9/c640c6	1201908	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_3)	COMPLETED	0	2024-11-07 17:02:23.603	6m 4s	6m 2s	1333.3%	147 MB	1.7 GB	22.6 GB	23.1 GB
45	bf/48842e	1201932	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_3_0_R2.bam)	COMPLETED	0	2024-11-07 17:07:58.045	34.9s	32s	98.9%	3 MB	11.8 MB	3.4 GB	284 B
28	a9/d25cd0	1201898	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_7)	COMPLETED	0	2024-11-07 17:02:23.356	6m 20s	6m 16s	1339.0%	157.7 MB	2 GB	23.7 GB	24.3 GB
46	e7/9f5c5d	1201933	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_7_0_R1.bam)	COMPLETED	0	2024-11-07 17:08:23.039	34.9s	34s	98.9%	3 MB	11.8 MB	3.5 GB	286 B
8	b3/442970	1201909	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_2)	COMPLETED	0	2024-11-07 17:02:23.624	6m 34s	6m 33s	1326.3%	155.2 MB	1.7 GB	24.7 GB	25.2 GB
47	47/5e9396	1201934	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_3_0_R1.bam)	COMPLETED	0	2024-11-07 17:08:28.058	34.9s	33s	99.0%	3 MB	11.8 MB	3.3 GB	284 B
23	ee/b636fa	1201914	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_2)	COMPLETED	0	2024-11-07 17:02:23.743	6m 39s	6m 35s	1316.4%	163.1 MB	2.4 GB	24.7 GB	25.3 GB
48	c4/06d1f9	1201935	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_7_0_R2.bam)	COMPLETED	0	2024-11-07 17:08:43.024	34.9s	34s	98.8%	3 MB	12.6 MB	3.6 GB	286 B
49	4a/d07210	1201936	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_2_0_R1.bam)	COMPLETED	0	2024-11-07 17:08:58.053	34.9s	32s	98.7%	3 MB	11.8 MB	3.5 GB	284 B
50	04/d23cc0	1201937	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_2_0_R2.bam)	COMPLETED	0	2024-11-07 17:09:03.043	34.9s	33s	98.7%	3 MB	11.8 MB	3.7 GB	284 B
12	dd/7888a0	1201910	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_4)	COMPLETED	0	2024-11-07 17:02:23.648	7m 29s	7m 25s	1332.6%	170.7 MB	2.4 GB	28.4 GB	29 GB
51	7f/cd0d9f	1201938	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_4_0_R1.bam)	COMPLETED	0	2024-11-07 17:09:53.053	49.9s	47s	98.9%	3 MB	12.6 MB	4.1 GB	287 B
25	87/383297	1201894	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_4)	COMPLETED	0	2024-11-07 17:02:23.235	8m 40s	8m 37s	1325.5%	161.6 MB	2.4 GB	28.5 GB	29.1 GB
52	a5/4d4fe1	1201939	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_4_0_R2.bam)	COMPLETED	0	2024-11-07 17:11:03.031	1m 5s	1m 1s	97.3%	3 MB	12.6 MB	4.3 GB	289 B
19	8f/0943b6	1201892	NFCORE_HIC:HIC:FASTQC (MJ21_pool)	COMPLETED	0	2024-11-07 17:02:23.188	12m 20s	12m 17s	168.0%	1 GB	4.4 GB	6.8 GB	3.7 MB
21	e0/321036	1201895	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_pool)	COMPLETED	0	2024-11-07 17:02:23.280	19m 20s	19m 17s	1326.1%	173.2 MB	2.3 GB	72.6 GB	74.3 GB
30	26/8f802c	1201893	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:BOWTIE2_ALIGN (MJ21_pool)	COMPLETED	0	2024-11-07 17:02:23.212	20m 50s	20m 46s	1317.8%	162.5 MB	2.2 GB	72.8 GB	74.6 GB
53	9b/958956	1201940	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_pool_0_R1.bam)	COMPLETED	0	2024-11-07 17:21:43.067	2m 40s	2m 35s	94.0%	3 MB	13.4 MB	10.4 GB	294 B
56	3f/6ed2ce	1201950	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:COMBINE_MATES (MJ21_1)	COMPLETED	0	2024-11-07 17:23:13.305	2m 25s	2m 23s	99.7%	19.1 MB	37.1 MB	1.7 GB	774.6 MB
54	6c/1f358c	1201941	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:MAPPING_STATS_DNASE (null = MJ21_pool_0_R2.bam)	COMPLETED	0	2024-11-07 17:23:13.073	2m 55s	2m 52s	87.0%	3 MB	12.6 MB	10.9 GB	294 B
82	37/4823e2	1201952	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_pool)	COMPLETED	0	2024-11-07 17:26:08.121	4.9s	1s	94.6%	5.2 MB	14.5 MB	1.8 MB	488 B
78	de/1ab886	1201953	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_2)	COMPLETED	0	2024-11-07 17:26:08.218	4.8s	1s	94.9%	4.9 MB	14.8 MB	1.8 MB	484 B
80	b8/34bfe8	1201954	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_4)	COMPLETED	0	2024-11-07 17:26:08.299	4.7s	0ms	94.2%	6 MB	14.8 MB	1.8 MB	488 B
67	e0/016a31	1201955	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_5)	COMPLETED	0	2024-11-07 17:26:08.379	4.7s	0ms	98.9%	1.6 MB	5.4 MB	1.8 MB	484 B
66	94/20c997	1201956	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_1)	COMPLETED	0	2024-11-07 17:26:08.473	4.6s	0ms	93.0%	1.6 MB	6.2 MB	1.8 MB	484 B
71	84/3d6da9	1201957	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_6)	COMPLETED	0	2024-11-07 17:26:08.592	4.4s	1s	92.8%	2.1 MB	9.8 MB	1.8 MB	479 B
73	1d/eac901	1201958	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_3)	COMPLETED	0	2024-11-07 17:26:08.848	4.2s	1s	89.8%	2.7 MB	12.9 MB	1.8 MB	479 B
65	22/770f5f	1201959	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_8)	COMPLETED	0	2024-11-07 17:26:09.054	4s	0ms	99.6%	2.7 MB	12.9 MB	1.8 MB	477 B
76	c9/ddda74	1201960	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_7)	COMPLETED	0	2024-11-07 17:26:09.408	3.6s	1s	97.0%	2.7 MB	13.8 MB	1.8 MB	483 B
74	24/7cd7bf	1201961	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_7)	COMPLETED	0	2024-11-07 17:26:09.564	3.5s	0ms	89.6%	2.9 MB	13.2 MB	1.8 MB	488 B
69	ab/3ebca8	1201963	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_6)	COMPLETED	0	2024-11-07 17:26:09.831	3.2s	0ms	92.8%	4.9 MB	14.5 MB	1.8 MB	484 B
70	68/46a9ac	1201962	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_1)	COMPLETED	0	2024-11-07 17:26:09.701	3.4s	0ms	88.9%	2.9 MB	13.2 MB	1.8 MB	484 B
75	59/f3ef3a	1201964	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_3)	COMPLETED	0	2024-11-07 17:26:09.947	3.1s	0ms	87.5%	3.9 MB	13.7 MB	1.8 MB	484 B
81	4e/be7447	1201965	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_pool)	COMPLETED	0	2024-11-07 17:26:10.066	3s	0ms	95.0%	4.9 MB	14.5 MB	1.8 MB	488 B
72	01/02c9fe	1201966	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_5)	COMPLETED	0	2024-11-07 17:26:10.228	2.8s	0ms	99.3%	2.7 MB	12.9 MB	1.8 MB	479 B
68	35/04fff5	1201967	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_8)	COMPLETED	0	2024-11-07 17:26:10.403	2.7s	0ms	100.5%	2.7 MB	12.9 MB	1.8 MB	478 B
77	e2/a5389b	1201968	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_2)	COMPLETED	0	2024-11-07 17:26:10.682	2.4s	0ms	99.7%	2.7 MB	12.9 MB	1.8 MB	479 B
79	49/116a1c	1201969	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_4)	COMPLETED	0	2024-11-07 17:26:10.966	2.1s	1s	95.3%	2.9 MB	13.2 MB	1.8 MB	488 B
55	2c/9c0a96	1201943	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:COMBINE_MATES (MJ21_8)	COMPLETED	0	2024-11-07 17:23:13.138	3m 5s	3m 3s	99.4%	19.6 MB	38.1 MB	1.3 GB	447 MB
57	fb/0c0747	1201944	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:COMBINE_MATES (MJ21_5)	COMPLETED	0	2024-11-07 17:23:13.164	4m 20s	4m 14s	99.3%	19.3 MB	37.6 MB	1.7 GB	674 MB
58	37/06c3dc	1201946	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:COMBINE_MATES (MJ21_6)	COMPLETED	0	2024-11-07 17:23:13.211	4m 25s	4m 20s	99.4%	19.3 MB	38.5 MB	1.7 GB	681.3 MB
83	63/27e6b9	1201970	NFCORE_HIC:HIC:HICPRO:GET_VALID_INTERACTION_DNASE (MJ21_8)	COMPLETED	0	2024-11-07 17:26:18.090	2m 15s	2m 9s	99.7%	19.1 MB	38.1 MB	449.2 MB	396.6 MB
59	eb/e5e8e1	1201949	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:COMBINE_MATES (MJ21_3)	COMPLETED	0	2024-11-07 17:23:13.282	6m 5s	6m 2s	99.5%	19.3 MB	37.6 MB	2.2 GB	1 GB
60	07/d517a9	1201942	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:COMBINE_MATES (MJ21_7)	COMPLETED	0	2024-11-07 17:23:13.109	6m 15s	6m 10s	99.3%	18.3 MB	36.1 MB	2.4 GB	1019.5 MB
61	ef/83fdb0	1201947	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:COMBINE_MATES (MJ21_2)	COMPLETED	0	2024-11-07 17:23:13.236	6m 15s	6m 10s	99.5%	19 MB	36.4 MB	2.4 GB	988.6 MB
64	e6/4422b4	1201951	NFCORE_HIC:HIC:HICPRO:GET_VALID_INTERACTION_DNASE (MJ21_1)	COMPLETED	0	2024-11-07 17:25:38.106	4m	3m 55s	99.6%	19 MB	36.6 MB	776.7 MB	746.2 MB
62	17/2cf584	1201948	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:COMBINE_MATES (MJ21_4)	COMPLETED	0	2024-11-07 17:23:13.259	7m 20s	7m 17s	99.5%	18.3 MB	36.1 MB	2.8 GB	1.2 GB
84	00/62f3eb	1201973	NFCORE_HIC:HIC:HICPRO:GET_VALID_INTERACTION_DNASE (MJ21_5)	COMPLETED	0	2024-11-07 17:27:33.092	3m 20s	3m 17s	99.7%	19.1 MB	37.3 MB	676.2 MB	638.2 MB
85	0c/a16218	1201974	NFCORE_HIC:HIC:HICPRO:GET_VALID_INTERACTION_DNASE (MJ21_6)	COMPLETED	0	2024-11-07 17:27:38.078	3m 25s	3m 20s	99.6%	19 MB	36.6 MB	683.4 MB	642.1 MB
86	32/72d340	1201975	NFCORE_HIC:HIC:HICPRO:GET_VALID_INTERACTION_DNASE (MJ21_3)	COMPLETED	0	2024-11-07 17:29:18.109	4m 10s	4m 5s	99.7%	19.1 MB	37.3 MB	1 GB	981.5 MB
87	c3/99f0af	1201978	NFCORE_HIC:HIC:HICPRO:GET_VALID_INTERACTION_DNASE (MJ21_7)	COMPLETED	0	2024-11-07 17:29:28.095	4m 5s	4m 3s	99.7%	19 MB	36.5 MB	1021.7 MB	936.9 MB
88	dd/8c7831	1201979	NFCORE_HIC:HIC:HICPRO:GET_VALID_INTERACTION_DNASE (MJ21_2)	COMPLETED	0	2024-11-07 17:29:28.217	4m 5s	4m 3s	99.7%	19 MB	36.6 MB	990.7 MB	949.7 MB
89	de/8aa315	1201980	NFCORE_HIC:HIC:HICPRO:GET_VALID_INTERACTION_DNASE (MJ21_4)	COMPLETED	0	2024-11-07 17:30:33.106	5m 5s	5m 3s	99.9%	19.1 MB	37.3 MB	1.2 GB	1.1 GB
63	d0/651dce	1201945	NFCORE_HIC:HIC:HICPRO:HICPRO_MAPPING:COMBINE_MATES (MJ21_pool)	COMPLETED	0	2024-11-07 17:23:13.188	17m	16m 56s	99.2%	19.6 MB	38.1 MB	7.1 GB	2.7 GB
92	80/aefd10	1201982	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_8)	COMPLETED	0	2024-11-07 17:40:13.219	4.9s	0ms	94.9%	2.7 MB	12.9 MB	1.8 MB	1012 B
93	c0/fb2ace	1201983	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_5)	COMPLETED	0	2024-11-07 17:40:13.323	4.8s	1s	96.6%	4.9 MB	14.5 MB	1.8 MB	1012 B
96	9e/c5a090	1201984	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_7)	COMPLETED	0	2024-11-07 17:40:13.413	4.7s	1s	92.4%	2.7 MB	13 MB	1.8 MB	1010 B
95	13/a575ae	1201985	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_3)	COMPLETED	0	2024-11-07 17:40:13.490	4.6s	0ms	97.8%	4.4 MB	14.1 MB	1.8 MB	1006 B
91	fe/4c6b51	1201986	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_1)	COMPLETED	0	2024-11-07 17:40:13.574	4.5s	1s	96.9%	2.7 MB	13 MB	1.8 MB	1008 B
98	09/6926b6	1201988	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_4)	COMPLETED	0	2024-11-07 17:40:13.764	4.3s	1s	97.4%	2.7 MB	12.9 MB	1.8 MB	1006 B
97	28/615e1d	1201987	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_2)	COMPLETED	0	2024-11-07 17:40:13.674	4.4s	1s	100.9%	4.9 MB	14.8 MB	1.8 MB	1011 B
94	c8/8dd04e	1201989	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_6)	COMPLETED	0	2024-11-07 17:40:13.835	4.3s	1s	95.8%	1.6 MB	5.4 MB	1.8 MB	1012 B
99	77/733838	1201990	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_pool)	COMPLETED	0	2024-11-07 17:40:13.876	4.2s	1s	98.0%	2.7 MB	12.9 MB	1.8 MB	1016 B
90	80/0efa13	1201981	NFCORE_HIC:HIC:HICPRO:GET_VALID_INTERACTION_DNASE (MJ21_pool)	COMPLETED	0	2024-11-07 17:40:13.149	12m 40s	12m 39s	99.6%	19 MB	36.5 MB	2.7 GB	2.6 GB
101	bf/3130f2	1201993	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_8)	COMPLETED	0	2024-11-07 17:52:53.170	4.9s	1s	85.0%	2.9 MB	13.2 MB	1.8 MB	798 B
111	6c/00bd46	1201994	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_7)	COMPLETED	0	2024-11-07 17:52:53.215	4.9s	0ms	97.5%	5.2 MB	14.5 MB	1.8 MB	798 B
105	e9/f27107	1201995	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_5)	COMPLETED	0	2024-11-07 17:52:53.240	4.9s	0ms	96.9%	4.9 MB	14.5 MB	1.8 MB	798 B
103	a2/13775e	1201996	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_1)	COMPLETED	0	2024-11-07 17:52:53.265	4.9s	1s	89.5%	3.9 MB	13.7 MB	1.8 MB	794 B
117	40/1398f0	1201997	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_pool)	COMPLETED	0	2024-11-07 17:52:53.289	4.8s	1s	72.4%	2.7 MB	12.9 MB	1.8 MB	810 B
113	99/9f4df5	1201998	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_2)	COMPLETED	0	2024-11-07 17:52:53.313	4.8s	0ms	90.4%	4.4 MB	14.1 MB	1.8 MB	798 B
109	29/0700c6	1201999	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_3)	COMPLETED	0	2024-11-07 17:52:53.337	4.8s	1s	92.4%	1.6 MB	5.4 MB	1.8 MB	798 B
107	d7/0a4b1d	1202000	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_6)	COMPLETED	0	2024-11-07 17:52:53.361	4.8s	0ms	89.9%	4.1 MB	15.5 MB	1.8 MB	798 B
115	74/3e1029	1202001	NFCORE_HIC:HIC:HICPRO:MERGE_STATS (MJ21_4)	COMPLETED	0	2024-11-07 17:52:53.390	4.7s	0ms	93.7%	5.2 MB	14.5 MB	1.8 MB	798 B
100	9f/555993	1202010	NFCORE_HIC:HIC:HICPRO:MERGE_VALID_INTERACTION (MJ21_8)	COMPLETED	0	2024-11-07 17:52:53.609	24.5s	21.7s	324.0%	722 MB	22.7 GB	2.8 GB	1.7 GB
122	00/af7834	1202011	NFCORE_HIC:HIC:HICPRO:BUILD_CONTACT_MAPS (MJ21_8)	COMPLETED	0	2024-11-07 17:53:18.185	4.9s	1.9s	66.7%	3.3 MB	10.5 MB	289.3 MB	182 KB
124	3f/c072e5	1202012	NFCORE_HIC:HIC:HICPRO:BUILD_CONTACT_MAPS (MJ21_8)	COMPLETED	0	2024-11-07 17:53:18.255	4.9s	1.8s	65.5%	3.1 MB	11.1 MB	289.3 MB	24.7 KB
